date,league_id,league,team1,team2,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,score1,score2,1,X,2,highest1,highestX,highest2,Value1,ValueX,Value2
11/11/2018,1859,Norwegian Tippeligaen,Molde,Haugesund,47.85,33.22,0.6233,0.1706,0.2061,2.12,1.02,,,1.60,4.85,5.86,,,,,,
11/11/2018,1859,Norwegian Tippeligaen,Kristiansund BK,SK Brann,32.95,41.57,0.3557,0.3786,0.2657,1.31,1.36,,,2.81,3.76,2.64,,,,,,
11/11/2018,1952,Mexican Primera Division Torneo Apertura,Toluca,Pumas Unam,46.21,40.71,0.5009,0.2428,0.2563,1.74,1.14,,,2.00,3.90,4.12,,,,,,
11/11/2018,1952,Mexican Primera Division Torneo Apertura,Santos Laguna,Club América,46.3,48.76,0.4042,0.3223,0.2735,1.48,1.29,,,2.47,3.66,3.10,,,,,,
14/11/2018,2105,Brasileiro Série A,Bahía,Ceará,47.89,37.46,0.5939,0.1594,0.2467,1.61,0.7,,,1.68,4.05,6.27,,,,,,
14/11/2018,2105,Brasileiro Série A,Flamengo,Santos,60.51,49.14,0.6063,0.1565,0.2371,1.69,0.72,,,1.65,4.22,6.39,,,,,,
14/11/2018,2105,Brasileiro Série A,Internacional,América Mineiro,56.82,38.92,0.6733,0.107,0.2196,1.77,0.54,,,1.49,4.55,9.35,,,,,,
14/11/2018,2105,Brasileiro Série A,Chapecoense AF,Botafogo,44.82,45.32,0.4806,0.239,0.2805,1.34,0.86,,,2.08,3.57,4.18,,,,,,
14/11/2018,2105,Brasileiro Série A,São Paulo,Grêmio,57.25,57.52,0.4691,0.2367,0.2942,1.25,0.79,,,2.13,3.40,4.22,,,,,,
14/11/2018,2105,Brasileiro Série A,Cruzeiro,Corinthians,52.51,51.38,0.4953,0.2186,0.2861,1.31,0.77,,,2.02,3.50,4.57,,,,,,
14/11/2018,2105,Brasileiro Série A,Palmeiras,Fluminense,59.09,46.9,0.6141,0.1573,0.2286,1.77,0.77,,,1.63,4.37,6.36,,,,,,
14/11/2018,2105,Brasileiro Série A,Paraná,Atletico Mineiro,36.34,52.82,0.325,0.4208,0.2542,1.27,1.48,,,3.08,3.93,2.38,,,,,,
14/11/2018,2105,Brasileiro Série A,Vasco da Gama,Atlético Paranaense,42.81,46.91,0.4437,0.2937,0.2626,1.44,1.12,,,2.25,3.81,3.40,,,,,,
14/11/2018,2105,Brasileiro Série A,Sport Recife,Vítoria,41.92,39.75,0.5143,0.2433,0.2424,1.68,1.07,,,1.94,4.13,4.11,,,,,,
17/11/2018,2105,Brasileiro Série A,São Paulo,Cruzeiro,57.25,52.51,0.5294,0.2009,0.2697,1.44,0.77,,,1.89,3.71,4.98,,,,,,
17/11/2018,2105,Brasileiro Série A,Vítoria,Atlético Paranaense,39.75,46.91,0.4108,0.3361,0.2531,1.47,1.31,,,2.43,3.95,2.98,,,,,,
17/11/2018,2105,Brasileiro Série A,Paraná,Palmeiras,36.34,59.09,0.2648,0.4628,0.2724,0.97,1.38,,,3.78,3.67,2.16,,,,,,
17/11/2018,2105,Brasileiro Série A,Atletico Mineiro,Bahía,52.82,47.89,0.5375,0.2387,0.2238,1.9,1.19,,,1.86,4.47,4.19,,,,,,
17/11/2018,2105,Brasileiro Série A,Fluminense,Ceará,46.9,37.46,0.5831,0.1616,0.2553,1.54,0.67,,,1.71,3.92,6.19,,,,,,
17/11/2018,2105,Brasileiro Série A,Corinthians,Vasco da Gama,51.38,42.81,0.5794,0.1739,0.2467,1.62,0.76,,,1.73,4.05,5.75,,,,,,
17/11/2018,2105,Brasileiro Série A,Botafogo,Internacional,45.32,56.82,0.3633,0.3472,0.2895,1.13,1.1,,,2.75,3.45,2.88,,,,,,
17/11/2018,2105,Brasileiro Série A,Grêmio,Chapecoense AF,57.52,44.82,0.6138,0.1196,0.2666,1.44,0.47,,,1.63,3.75,8.36,,,,,,
17/11/2018,2105,Brasileiro Série A,América Mineiro,Santos,38.92,49.14,0.3792,0.3473,0.2736,1.25,1.19,,,2.64,3.65,2.88,,,,,,
17/11/2018,2105,Brasileiro Série A,Sport Recife,Flamengo,41.92,60.51,0.2986,0.4357,0.2657,1.11,1.4,,,3.35,3.76,2.30,,,,,,
21/11/2018,2105,Brasileiro Série A,Bahía,Fluminense,47.89,46.9,0.4966,0.2452,0.2582,1.52,0.98,,,2.01,3.87,4.08,,,,,,
21/11/2018,2105,Brasileiro Série A,Internacional,Atletico Mineiro,56.82,52.82,0.5477,0.2167,0.2356,1.75,1.01,,,1.83,4.24,4.61,,,,,,
21/11/2018,2105,Brasileiro Série A,Atlético Paranaense,Corinthians,46.91,51.38,0.4358,0.2865,0.2777,1.32,1.01,,,2.29,3.60,3.49,,,,,,
21/11/2018,2105,Brasileiro Série A,Flamengo,Grêmio,60.51,57.52,0.5031,0.2083,0.2886,1.3,0.73,,,1.99,3.47,4.80,,,,,,
21/11/2018,2105,Brasileiro Série A,Chapecoense AF,Sport Recife,44.82,41.92,0.5177,0.2129,0.2694,1.44,0.82,,,1.93,3.71,4.70,,,,,,
21/11/2018,2105,Brasileiro Série A,Palmeiras,América Mineiro,59.09,38.92,0.6959,0.1073,0.1968,1.99,0.63,,,1.44,5.08,9.32,,,,,,
21/11/2018,2105,Brasileiro Série A,Cruzeiro,Vítoria,52.51,39.75,0.6279,0.1478,0.2243,1.8,0.74,,,1.59,4.46,6.77,,,,,,
21/11/2018,2105,Brasileiro Série A,Vasco da Gama,São Paulo,42.81,57.25,0.3379,0.3956,0.2665,1.21,1.34,,,2.96,3.75,2.53,,,,,,
21/11/2018,2105,Brasileiro Série A,Santos,Botafogo,49.14,45.32,0.5262,0.2142,0.2596,1.52,0.86,,,1.90,3.85,4.67,,,,,,
21/11/2018,2105,Brasileiro Série A,Ceará,Paraná,37.46,36.34,0.4921,0.2106,0.2973,1.25,0.71,,,2.03,3.36,4.75,,,,,,
23/11/2018,1952,Mexican Primera Division Torneo Apertura,Pumas Unam,Santos Laguna,40.71,46.3,0.3793,0.3628,0.2579,1.57,1.53,,,2.64,3.88,2.76,,,,,,
23/11/2018,1952,Mexican Primera Division Torneo Apertura,Morelia,Cruz Azul,39.84,49.95,0.3245,0.389,0.2865,1.21,1.35,,,3.08,3.49,2.57,,,,,,
23/11/2018,1952,Mexican Primera Division Torneo Apertura,Puebla,Tijuana,37.66,42.83,0.3719,0.3324,0.2958,1.26,1.17,,,2.69,3.38,3.01,,,,,,
24/11/2018,2105,Brasileiro Série A,Corinthians,Chapecoense AF,51.38,44.82,0.5501,0.1776,0.2723,1.42,0.68,,,1.82,3.67,5.63,,,,,,
24/11/2018,2105,Brasileiro Série A,Santos,Atletico Mineiro,49.14,52.82,0.4601,0.2998,0.2401,1.67,1.3,,,2.17,4.16,3.34,,,,,,
24/11/2018,2105,Brasileiro Série A,Atlético Paranaense,Ceará,46.91,37.46,0.5835,0.164,0.2525,1.57,0.69,,,1.71,3.96,6.10,,,,,,
24/11/2018,2105,Brasileiro Série A,América Mineiro,Bahía,38.92,47.89,0.3932,0.3398,0.2671,1.33,1.21,,,2.54,3.74,2.94,,,,,,
24/11/2018,2105,Brasileiro Série A,Vasco da Gama,Palmeiras,42.81,59.09,0.3218,0.4196,0.2587,1.23,1.44,,,3.11,3.87,2.38,,,,,,
24/11/2018,2105,Brasileiro Série A,Internacional,Fluminense,56.82,46.9,0.5918,0.1567,0.2514,1.57,0.67,,,1.69,3.98,6.38,,,,,,
24/11/2018,2105,Brasileiro Série A,Vítoria,Grêmio,39.75,57.52,0.2976,0.4288,0.2735,1.06,1.34,,,3.36,3.66,2.33,,,,,,
24/11/2018,2105,Brasileiro Série A,Botafogo,Paraná,45.32,36.34,0.5779,0.161,0.2611,1.5,0.65,,,1.73,3.83,6.21,,,,,,
24/11/2018,2105,Brasileiro Série A,São Paulo,Sport Recife,57.25,41.92,0.6479,0.1326,0.2195,1.82,0.68,,,1.54,4.56,7.54,,,,,,
24/11/2018,2105,Brasileiro Série A,Cruzeiro,Flamengo,52.51,60.51,0.4049,0.3062,0.2889,1.2,1.01,,,2.47,3.46,3.27,,,,,,
24/11/2018,1952,Mexican Primera Division Torneo Apertura,Querétaro,Necaxa,35.67,41.33,0.3722,0.3238,0.304,1.21,1.11,,,2.69,3.29,3.09,,,,,,
24/11/2018,1952,Mexican Primera Division Torneo Apertura,Club América,Veracruz,48.76,30.14,0.6212,0.1341,0.2447,1.77,0.68,,,1.61,4.09,7.46,,,,,,
24/11/2018,1952,Mexican Primera Division Torneo Apertura,Pachuca,León,42.12,37.82,0.4822,0.2527,0.2651,1.64,1.12,,,2.07,3.77,3.96,,,,,,
24/11/2018,1952,Mexican Primera Division Torneo Apertura,Guadalajara,Tigres UANL,39.21,50.41,0.3114,0.3777,0.311,1.04,1.18,,,3.21,3.22,2.65,,,,,,
24/11/2018,1952,Mexican Primera Division Torneo Apertura,Monterrey,Atlas,54.99,36.61,0.6181,0.1406,0.2413,1.81,0.73,,,1.62,4.14,7.11,,,,,,
25/11/2018,1859,Norwegian Tippeligaen,Stabaek,Stromsgodset,22.43,32.5,0.3495,0.4012,0.2494,1.43,1.55,,,2.86,4.01,2.49,,,,,,
25/11/2018,1859,Norwegian Tippeligaen,Valerenga,Ranheim,27.21,28.45,0.4624,0.3062,0.2314,1.84,1.47,,,2.16,4.32,3.27,,,,,,
25/11/2018,1859,Norwegian Tippeligaen,Tromso,Sarpsborg,38.58,39.67,0.4608,0.307,0.2321,1.83,1.46,,,2.17,4.31,3.26,,,,,,
25/11/2018,1859,Norwegian Tippeligaen,Lillestrom,Kristiansund BK,24.8,32.95,0.3838,0.3565,0.2597,1.42,1.36,,,2.61,3.85,2.81,,,,,,
25/11/2018,1859,Norwegian Tippeligaen,Rosenborg,Bodo/Glimt,53.97,26.33,0.7939,0.0398,0.1664,2.04,0.27,,,1.26,6.01,25.13,,,,,,
25/11/2018,1859,Norwegian Tippeligaen,Sandefjord,Molde,14.21,47.85,0.1381,0.6778,0.1841,0.96,2.35,,,7.24,5.43,1.48,,,,,,
25/11/2018,1859,Norwegian Tippeligaen,SK Brann,Odd BK,41.57,30.18,0.5871,0.1631,0.2498,1.64,0.73,,,1.70,4.00,6.13,,,,,,
25/11/2018,1859,Norwegian Tippeligaen,Haugesund,IK Start,33.22,13.77,0.7495,0.0815,0.169,2.27,0.6,,,1.33,5.92,12.27,,,,,,
25/11/2018,1952,Mexican Primera Division Torneo Apertura,Lobos de la BUAP,Toluca,37.42,46.21,0.3418,0.3772,0.281,1.29,1.37,,,2.93,3.56,2.65,,,,,,
02/12/2018,2105,Brasileiro Série A,Flamengo,Atlético Paranaense,60.51,46.91,0.6312,0.1431,0.2257,1.78,0.71,,,1.58,4.43,6.99,,,,,,
02/12/2018,2105,Brasileiro Série A,Grêmio,Corinthians,57.52,51.38,0.5493,0.1657,0.285,1.34,0.6,,,1.82,3.51,6.04,,,,,,
02/12/2018,2105,Brasileiro Série A,Sport Recife,Santos,41.92,49.14,0.4103,0.3179,0.2718,1.32,1.13,,,2.44,3.68,3.15,,,,,,
02/12/2018,2105,Brasileiro Série A,Chapecoense AF,São Paulo,44.82,57.25,0.3606,0.3516,0.2877,1.13,1.11,,,2.77,3.48,2.84,,,,,,
02/12/2018,2105,Brasileiro Série A,Bahía,Cruzeiro,47.89,52.51,0.4321,0.2883,0.2796,1.3,1.01,,,2.31,3.58,3.47,,,,,,
02/12/2018,2105,Brasileiro Série A,Atletico Mineiro,Botafogo,52.82,45.32,0.5632,0.2134,0.2234,1.89,1.08,,,1.78,4.48,4.69,,,,,,
02/12/2018,2105,Brasileiro Série A,Palmeiras,Vítoria,59.09,39.75,0.6949,0.1184,0.1867,2.15,0.76,,,1.44,5.36,8.45,,,,,,
02/12/2018,2105,Brasileiro Série A,Paraná,Internacional,36.34,56.82,0.2796,0.4215,0.2989,0.89,1.17,,,3.58,3.35,2.37,,,,,,
02/12/2018,2105,Brasileiro Série A,Ceará,Vasco da Gama,37.46,42.81,0.4291,0.2898,0.2811,1.28,1,,,2.33,3.56,3.45,,,,,,
02/12/2018,2105,Brasileiro Série A,Fluminense,América Mineiro,46.9,38.92,0.5724,0.1825,0.2451,1.64,0.8,,,1.75,4.08,5.48,,,,,,
