date,league_id,league,team1,team2,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,score1,score2,1,X,2,highest1,highestX,highest2,Value1,ValueX,Value2
20/10/2018,2105,Brasileiro Série A,América Mineiro,Grêmio,38.92,57.52,0.2919,0.4153,0.2928,0.95,1.19,,,3.43,3.42,2.41,,,,,,
20/10/2018,2105,Brasileiro Série A,Botafogo,Bahía,45.32,47.89,0.4613,0.2739,0.2649,1.44,1.04,,,2.17,3.78,3.65,,,,,,
20/10/2018,2105,Brasileiro Série A,Palmeiras,Ceará,59.09,37.46,0.7038,0.0928,0.2034,1.88,0.51,,,1.42,4.92,10.78,,,,,,
20/10/2018,2105,Brasileiro Série A,Cruzeiro,Chapecoense AF,52.51,44.82,0.5618,0.165,0.2732,1.41,0.63,,,1.78,3.66,6.06,,,,,,
20/10/2018,2105,Brasileiro Série A,São Paulo,Atlético Paranaense,57.25,46.91,0.5968,0.1666,0.2366,1.71,0.77,,,1.68,4.23,6.00,,,,,,
20/10/2018,2105,Brasileiro Série A,Sport Recife,Vasco da Gama,41.92,42.81,0.4783,0.2625,0.2592,1.5,1.04,,,2.09,3.86,3.81,,,,,,
20/10/2018,1952,Mexican Primera Division Torneo Apertura,Querétaro,Cruz Azul,35.67,49.95,0.2878,0.403,0.3093,0.99,1.23,,,3.47,3.23,2.48,,,,,,
20/10/2018,1952,Mexican Primera Division Torneo Apertura,Club América,Tijuana,48.76,42.83,0.4843,0.2319,0.2838,1.48,0.94,,,2.06,3.52,4.31,,,,,,
20/10/2018,1952,Mexican Primera Division Torneo Apertura,Pachuca,Santos Laguna,42.12,46.3,0.396,0.332,0.272,1.48,1.33,,,2.53,3.68,3.01,,,,,,
20/10/2018,1952,Mexican Primera Division Torneo Apertura,Necaxa,León,41.33,37.82,0.4739,0.2578,0.2683,1.61,1.12,,,2.11,3.73,3.88,,,,,,
21/10/2018,1874,Swedish Allsvenskan,BK Hacken,Östersunds FK,44.06,49.52,0.4076,0.3246,0.2678,1.38,1.2,,,2.45,3.73,3.08,,,,,,
21/10/2018,1874,Swedish Allsvenskan,Djurgardens IF,AIK,48.92,57.62,0.3635,0.3469,0.2895,1.15,1.12,,,2.75,3.45,2.88,,,,,,
21/10/2018,1874,Swedish Allsvenskan,Trelleborgs FF,IK Sirius,20.03,22.37,0.4365,0.3329,0.2306,1.79,1.54,,,2.29,4.34,3.00,,,,,,
21/10/2018,1874,Swedish Allsvenskan,Kalmar FF,IFK Norrkoping,29.47,46.67,0.2998,0.4338,0.2664,1.14,1.43,,,3.34,3.75,2.31,,,,,,
21/10/2018,1874,Swedish Allsvenskan,IF Elfsborg,GIF Sundsvall,32.64,33.15,0.4522,0.2884,0.2595,1.51,1.15,,,2.21,3.85,3.47,,,,,,
21/10/2018,1859,Norwegian Tippeligaen,Ranheim,Bodo/Glimt,28.45,26.33,0.4726,0.2802,0.2473,1.67,1.23,,,2.12,4.04,3.57,,,,,,
21/10/2018,1859,Norwegian Tippeligaen,Tromso,IK Start,38.58,13.77,0.7939,0.0623,0.1438,2.49,0.55,,,1.26,6.95,16.05,,,,,,
21/10/2018,1859,Norwegian Tippeligaen,Lillestrom,Rosenborg,24.8,53.97,0.1778,0.5691,0.2531,0.78,1.62,,,5.62,3.95,1.76,,,,,,
21/10/2018,1859,Norwegian Tippeligaen,Valerenga,Kristiansund BK,27.21,32.95,0.4027,0.3536,0.2437,1.61,1.5,,,2.48,4.10,2.83,,,,,,
21/10/2018,1859,Norwegian Tippeligaen,Haugesund,Odd BK,33.22,30.18,0.4869,0.2593,0.2538,1.61,1.11,,,2.05,3.94,3.86,,,,,,
21/10/2018,1952,Mexican Primera Division Torneo Apertura,Lobos de la BUAP,Guadalajara,37.42,39.21,0.4074,0.3046,0.2881,1.37,1.15,,,2.45,3.47,3.28,,,,,,
21/10/2018,1859,Norwegian Tippeligaen,Stabaek,SK Brann,22.43,41.57,0.2505,0.4965,0.253,1.08,1.62,,,3.99,3.95,2.01,,,,,,
21/10/2018,1951,Major League Soccer,DC United,New York City FC,28.98,43.44,0.3358,0.4277,0.2365,1.5,1.72,,,2.98,4.23,2.34,,,,,,
21/10/2018,1951,Major League Soccer,Philadelphia Union,New York Red Bulls,32.18,43.56,0.3726,0.3806,0.2468,1.5,1.52,,,2.68,4.05,2.63,,,,,,
21/10/2018,1951,Major League Soccer,Orlando City SC,Columbus Crew,24.49,34.56,0.3613,0.3946,0.2441,1.5,1.57,,,2.77,4.10,2.53,,,,,,
21/10/2018,1951,Major League Soccer,Montreal Impact,Toronto FC,27.04,38.99,0.3758,0.379,0.2452,1.52,1.53,,,2.66,4.08,2.64,,,,,,
21/10/2018,1951,Major League Soccer,Atlanta United FC,Chicago Fire,45.86,25.59,0.761,0.0869,0.152,2.55,0.75,,,1.31,6.58,11.51,,,,,,
21/10/2018,1952,Mexican Primera Division Torneo Apertura,Pumas Unam,Tigres UANL,40.71,50.41,0.3225,0.3955,0.282,1.23,1.4,,,3.10,3.55,2.53,,,,,,
21/10/2018,1951,Major League Soccer,Los Angeles FC,Vancouver Whitecaps,34.16,25.56,0.5992,0.2003,0.2005,2.26,1.24,,,1.67,4.99,4.99,,,,,,
21/10/2018,1951,Major League Soccer,Minnesota United FC,Los Angeles Galaxy,23.23,35.76,0.349,0.432,0.219,1.75,1.96,,,2.87,4.57,2.31,,,,,,
21/10/2018,1951,Major League Soccer,Houston Dynamo,Seattle Sounders FC,32.68,32.79,0.4745,0.2605,0.265,1.49,1.03,,,2.11,3.77,3.84,,,,,,
21/10/2018,1951,Major League Soccer,Portland Timbers,Real Salt Lake,36.94,27.95,0.6031,0.1838,0.2131,2.04,1.03,,,1.66,4.69,5.44,,,,,,
21/10/2018,1951,Major League Soccer,San Jose Earthquakes,Colorado Rapids,23.55,21.9,0.5096,0.2407,0.2497,1.65,1.05,,,1.96,4.00,4.15,,,,,,
21/10/2018,1951,Major League Soccer,FC Dallas,Sporting Kansas City,35.78,38.58,0.4643,0.2897,0.246,1.66,1.26,,,2.15,4.07,3.45,,,,,,
21/10/2018,1952,Mexican Primera Division Torneo Apertura,Morelia,Puebla,39.84,37.66,0.4547,0.2729,0.2724,1.55,1.15,,,2.20,3.67,3.66,,,,,,
21/10/2018,1952,Mexican Primera Division Torneo Apertura,Monterrey,Toluca,54.99,46.21,0.5212,0.2103,0.2686,1.62,0.93,,,1.92,3.72,4.76,,,,,,
22/10/2018,1859,Norwegian Tippeligaen,Molde,Sarpsborg,47.85,39.67,0.5618,0.2203,0.2178,2.04,1.21,,,1.78,4.59,4.54,,,,,,
22/10/2018,1874,Swedish Allsvenskan,Malmo FF,Hammarby,50.48,43.81,0.5445,0.2278,0.2277,1.88,1.14,,,1.84,4.39,4.39,,,,,,
22/10/2018,1874,Swedish Allsvenskan,Brommapojkarna,IFK Goteborg,12.31,31.82,0.2163,0.5551,0.2286,1.08,1.87,,,4.62,4.37,1.80,,,,,,
25/10/2018,2105,Brasileiro Série A,Flamengo,Palmeiras,60.51,59.09,0.5054,0.2367,0.2578,1.53,0.96,,,1.98,3.88,4.22,,,,,,
25/10/2018,2105,Brasileiro Série A,Atlético Paranaense,Botafogo,46.91,45.32,0.5026,0.2364,0.2611,1.5,0.94,,,1.99,3.83,4.23,,,,,,
25/10/2018,2105,Brasileiro Série A,Vítoria,São Paulo,39.75,57.25,0.3063,0.4435,0.2502,1.24,1.55,,,3.26,4.00,2.25,,,,,,
25/10/2018,2105,Brasileiro Série A,Ceará,Atletico Mineiro,37.46,52.82,0.3363,0.411,0.2527,1.31,1.47,,,2.97,3.96,2.43,,,,,,
25/10/2018,2105,Brasileiro Série A,Corinthians,Bahía,51.38,47.89,0.5263,0.2132,0.2605,1.51,0.86,,,1.90,3.84,4.69,,,,,,
25/10/2018,2105,Brasileiro Série A,Cruzeiro,Paraná,52.51,36.34,0.6489,0.1057,0.2454,1.57,0.46,,,1.54,4.07,9.46,,,,,,
25/10/2018,2105,Brasileiro Série A,Santos,Fluminense,49.14,46.9,0.5101,0.2283,0.2616,1.5,0.91,,,1.96,3.82,4.38,,,,,,
25/10/2018,2105,Brasileiro Série A,Vasco da Gama,Internacional,42.81,56.82,0.3381,0.3819,0.28,1.13,1.22,,,2.96,3.57,2.62,,,,,,
25/10/2018,2105,Brasileiro Série A,Grêmio,Sport Recife,57.52,41.92,0.651,0.1115,0.2374,1.63,0.51,,,1.54,4.21,8.97,,,,,,
25/10/2018,2105,Brasileiro Série A,Chapecoense AF,América Mineiro,44.82,38.92,0.5493,0.1878,0.2629,1.49,0.75,,,1.82,3.80,5.32,,,,,,
26/10/2018,1874,Swedish Allsvenskan,Trelleborgs FF,IF Elfsborg,20.03,32.64,0.3052,0.4447,0.2501,1.27,1.58,,,3.28,4.00,2.25,,,,,,
26/10/2018,1952,Mexican Primera Division Torneo Apertura,Santos Laguna,Monterrey,46.3,54.99,0.3412,0.3837,0.275,1.33,1.43,,,2.93,3.64,2.61,,,,,,
26/10/2018,1952,Mexican Primera Division Torneo Apertura,Veracruz,Pachuca,30.14,42.12,0.3086,0.3969,0.2946,1.12,1.31,,,3.24,3.39,2.52,,,,,,
27/10/2018,1874,Swedish Allsvenskan,Dalkurd FF,BK Hacken,20.96,44.06,0.207,0.5763,0.2168,1.12,2.01,,,4.83,4.61,1.74,,,,,,
27/10/2018,1874,Swedish Allsvenskan,IFK Goteborg,GIF Sundsvall,31.82,33.15,0.44,0.3076,0.2523,1.56,1.26,,,2.27,3.96,3.25,,,,,,
27/10/2018,1859,Norwegian Tippeligaen,Stromsgodset,Valerenga,32.5,27.21,0.5339,0.2347,0.2314,1.87,1.17,,,1.87,4.32,4.26,,,,,,
27/10/2018,1952,Mexican Primera Division Torneo Apertura,Necaxa,Atlas,41.33,36.61,0.4777,0.2415,0.2807,1.5,0.99,,,2.09,3.56,4.14,,,,,,
27/10/2018,1952,Mexican Primera Division Torneo Apertura,Guadalajara,Morelia,39.21,39.84,0.4287,0.2873,0.284,1.43,1.12,,,2.33,3.52,3.48,,,,,,
27/10/2018,1952,Mexican Primera Division Torneo Apertura,Tigres UANL,Lobos de la BUAP,50.41,37.42,0.571,0.1674,0.2616,1.66,0.77,,,1.75,3.82,5.97,,,,,,
27/10/2018,1952,Mexican Primera Division Torneo Apertura,Cruz Azul,Club América,49.95,48.76,0.4444,0.2653,0.2903,1.4,1.02,,,2.25,3.44,3.77,,,,,,
27/10/2018,1952,Mexican Primera Division Torneo Apertura,Tijuana,Pumas Unam,42.83,40.71,0.4654,0.2643,0.2703,1.58,1.13,,,2.15,3.70,3.78,,,,,,
28/10/2018,1874,Swedish Allsvenskan,Orebro SK,Djurgardens IF,30.49,48.92,0.2639,0.4765,0.2596,1.07,1.53,,,3.79,3.85,2.10,,,,,,
28/10/2018,1874,Swedish Allsvenskan,Hammarby,Kalmar FF,43.81,29.47,0.5901,0.1767,0.2332,1.78,0.86,,,1.69,4.29,5.66,,,,,,
28/10/2018,1874,Swedish Allsvenskan,IFK Norrkoping,Östersunds FK,46.67,49.52,0.4231,0.3275,0.2493,1.56,1.35,,,2.36,4.01,3.05,,,,,,
28/10/2018,1874,Swedish Allsvenskan,IK Sirius,Brommapojkarna,22.37,12.31,0.6175,0.1778,0.2047,2.13,1.05,,,1.62,4.89,5.62,,,,,,
28/10/2018,1859,Norwegian Tippeligaen,Bodo/Glimt,Stabaek,26.33,22.43,0.5249,0.2244,0.2507,1.65,0.99,,,1.91,3.99,4.46,,,,,,
28/10/2018,1859,Norwegian Tippeligaen,Sarpsborg,Haugesund,39.67,33.22,0.5355,0.2395,0.225,1.95,1.24,,,1.87,4.44,4.18,,,,,,
28/10/2018,1859,Norwegian Tippeligaen,Kristiansund BK,Sandefjord,32.95,14.21,0.7466,0.0883,0.1651,2.37,0.68,,,1.34,6.06,11.33,,,,,,
28/10/2018,1859,Norwegian Tippeligaen,Odd BK,Tromso,30.18,38.58,0.3934,0.3495,0.2571,1.46,1.36,,,2.54,3.89,2.86,,,,,,
28/10/2018,1859,Norwegian Tippeligaen,Ranheim,Lillestrom,28.45,24.8,0.4954,0.2636,0.241,1.75,1.22,,,2.02,4.15,3.79,,,,,,
28/10/2018,1859,Norwegian Tippeligaen,SK Brann,Rosenborg,41.57,53.97,0.3243,0.3703,0.3054,1.01,1.1,,,3.08,3.27,2.70,,,,,,
28/10/2018,1951,Major League Soccer,Los Angeles Galaxy,Houston Dynamo,35.76,32.68,0.5213,0.2569,0.2218,1.98,1.34,,,1.92,4.51,3.89,,,,,,
28/10/2018,1951,Major League Soccer,Vancouver Whitecaps,Portland Timbers,25.56,36.94,0.3591,0.4025,0.2384,1.55,1.65,,,2.78,4.19,2.48,,,,,,
28/10/2018,1951,Major League Soccer,Seattle Sounders FC,San Jose Earthquakes,32.79,23.55,0.6174,0.152,0.2306,1.79,0.75,,,1.62,4.34,6.58,,,,,,
28/10/2018,1951,Major League Soccer,Toronto FC,Atlanta United FC,38.99,45.86,0.414,0.3496,0.2364,1.7,1.54,,,2.42,4.23,2.86,,,,,,
28/10/2018,1951,Major League Soccer,Chicago Fire,DC United,25.59,28.98,0.4539,0.3158,0.2303,1.83,1.5,,,2.20,4.34,3.17,,,,,,
28/10/2018,1951,Major League Soccer,New York Red Bulls,Orlando City SC,43.56,24.49,0.7567,0.092,0.1513,2.61,0.81,,,1.32,6.61,10.87,,,,,,
28/10/2018,1951,Major League Soccer,Sporting Kansas City,Los Angeles FC,38.58,34.16,0.5571,0.2243,0.2186,2.02,1.21,,,1.80,4.57,4.46,,,,,,
28/10/2018,1951,Major League Soccer,New York City FC,Philadelphia Union,43.44,32.18,0.6182,0.1723,0.2095,2.06,0.99,,,1.62,4.77,5.80,,,,,,
28/10/2018,1951,Major League Soccer,Colorado Rapids,FC Dallas,21.9,35.78,0.3407,0.3998,0.2596,1.31,1.44,,,2.94,3.85,2.50,,,,,,
28/10/2018,1951,Major League Soccer,Columbus Crew,Minnesota United FC,34.56,23.23,0.6472,0.1518,0.201,2.13,0.92,,,1.55,4.98,6.59,,,,,,
28/10/2018,1951,Major League Soccer,New England Revolution,Montreal Impact,28.63,27.04,0.5077,0.2473,0.245,1.69,1.11,,,1.97,4.08,4.04,,,,,,
28/10/2018,1952,Mexican Primera Division Torneo Apertura,Toluca,Querétaro,46.21,35.67,0.5302,0.1904,0.2794,1.53,0.8,,,1.89,3.58,5.25,,,,,,
28/10/2018,1952,Mexican Primera Division Torneo Apertura,León,Puebla,37.82,37.66,0.4333,0.2935,0.2731,1.52,1.21,,,2.31,3.66,3.41,,,,,,
29/10/2018,1874,Swedish Allsvenskan,AIK,Malmo FF,57.62,50.48,0.5426,0.2045,0.2529,1.61,0.88,,,1.84,3.95,4.89,,,,,,
29/10/2018,1859,Norwegian Tippeligaen,IK Start,Molde,13.77,47.85,0.1383,0.67,0.1917,0.91,2.23,,,7.23,5.22,1.49,,,,,,
30/10/2018,1874,Swedish Allsvenskan,IF Elfsborg,Dalkurd FF,32.64,20.96,0.6183,0.1753,0.2064,2.1,1.02,,,1.62,4.84,5.70,,,,,,
31/10/2018,1874,Swedish Allsvenskan,Djurgardens IF,IFK Goteborg,48.92,31.82,0.6521,0.136,0.2119,1.94,0.75,,,1.53,4.72,7.35,,,,,,
31/10/2018,1874,Swedish Allsvenskan,BK Hacken,IK Sirius,44.06,22.37,0.7619,0.0846,0.1535,2.49,0.71,,,1.31,6.51,11.82,,,,,,
31/10/2018,1874,Swedish Allsvenskan,Kalmar FF,Trelleborgs FF,29.47,20.03,0.5873,0.171,0.2417,1.69,0.79,,,1.70,4.14,5.85,,,,,,
31/10/2018,1874,Swedish Allsvenskan,Brommapojkarna,IFK Norrkoping,12.31,46.67,0.118,0.7093,0.1728,0.87,2.4,,,8.47,5.79,1.41,,,,,,
31/10/2018,1874,Swedish Allsvenskan,GIF Sundsvall,Hammarby,33.15,43.81,0.3588,0.3953,0.2459,1.46,1.55,,,2.79,4.07,2.53,,,,,,
01/11/2018,1874,Swedish Allsvenskan,Östersunds FK,AIK,49.52,57.62,0.3605,0.3654,0.2741,1.24,1.25,,,2.77,3.65,2.74,,,,,,
01/11/2018,1874,Swedish Allsvenskan,Malmo FF,Orebro SK,50.48,30.49,0.6714,0.129,0.1997,2.06,0.77,,,1.49,5.01,7.75,,,,,,
02/11/2018,1952,Mexican Primera Division Torneo Apertura,Morelia,Tigres UANL,39.84,50.41,0.3159,0.3909,0.2933,1.15,1.31,,,3.17,3.41,2.56,,,,,,
02/11/2018,1952,Mexican Primera Division Torneo Apertura,Puebla,Guadalajara,37.66,39.21,0.4097,0.298,0.2923,1.34,1.1,,,2.44,3.42,3.36,,,,,,
02/11/2018,1952,Mexican Primera Division Torneo Apertura,Monterrey,Veracruz,54.99,30.14,0.6814,0.0991,0.2196,1.92,0.57,,,1.47,4.55,10.09,,,,,,
03/11/2018,1859,Norwegian Tippeligaen,Stabaek,Kristiansund BK,22.43,32.95,0.3472,0.4069,0.246,1.46,1.59,,,2.88,4.07,2.46,,,,,,
03/11/2018,2105,Brasileiro Série A,América Mineiro,Cruzeiro,38.92,52.51,0.3428,0.3716,0.2856,1.11,1.17,,,2.92,3.50,2.69,,,,,,
03/11/2018,2105,Brasileiro Série A,Botafogo,Corinthians,45.32,51.38,0.42,0.2964,0.2837,1.26,1.01,,,2.38,3.52,3.37,,,,,,
03/11/2018,2105,Brasileiro Série A,Internacional,Atlético Paranaense,56.82,46.91,0.5933,0.1583,0.2483,1.6,0.69,,,1.69,4.03,6.32,,,,,,
03/11/2018,2105,Brasileiro Série A,Palmeiras,Santos,59.09,49.14,0.5904,0.173,0.2366,1.71,0.8,,,1.69,4.23,5.78,,,,,,
03/11/2018,2105,Brasileiro Série A,São Paulo,Flamengo,57.25,60.51,0.4509,0.2773,0.2718,1.37,1.02,,,2.22,3.68,3.61,,,,,,
03/11/2018,2105,Brasileiro Série A,Atletico Mineiro,Grêmio,52.82,57.52,0.4182,0.3176,0.2642,1.39,1.18,,,2.39,3.79,3.15,,,,,,
03/11/2018,2105,Brasileiro Série A,Sport Recife,Ceará,41.92,37.46,0.5314,0.2009,0.2677,1.45,0.78,,,1.88,3.74,4.98,,,,,,
03/11/2018,2105,Brasileiro Série A,Bahía,Chapecoense AF,47.89,44.82,0.514,0.2192,0.2668,1.46,0.85,,,1.95,3.75,4.56,,,,,,
03/11/2018,2105,Brasileiro Série A,Paraná,Vítoria,36.34,39.75,0.4506,0.2802,0.2692,1.39,1.04,,,2.22,3.71,3.57,,,,,,
03/11/2018,2105,Brasileiro Série A,Fluminense,Vasco da Gama,46.9,42.81,0.5319,0.2168,0.2513,1.59,0.92,,,1.88,3.98,4.61,,,,,,
03/11/2018,1952,Mexican Primera Division Torneo Apertura,Pachuca,Necaxa,42.12,41.33,0.4389,0.2811,0.28,1.47,1.13,,,2.28,3.57,3.56,,,,,,
03/11/2018,1952,Mexican Primera Division Torneo Apertura,Club América,Toluca,48.76,46.21,0.4565,0.2634,0.2801,1.49,1.07,,,2.19,3.57,3.80,,,,,,
03/11/2018,1952,Mexican Primera Division Torneo Apertura,Lobos de la BUAP,Tijuana,37.42,42.83,0.3694,0.3394,0.2912,1.28,1.22,,,2.71,3.43,2.95,,,,,,
04/11/2018,1874,Swedish Allsvenskan,Trelleborgs FF,Östersunds FK,20.03,49.52,0.1674,0.6288,0.2038,0.99,2.12,,,5.97,4.91,1.59,,,,,,
04/11/2018,1874,Swedish Allsvenskan,IFK Goteborg,Malmo FF,31.82,50.48,0.269,0.4904,0.2406,1.22,1.72,,,3.72,4.16,2.04,,,,,,
04/11/2018,1874,Swedish Allsvenskan,Hammarby,BK Hacken,43.81,44.06,0.4393,0.3097,0.251,1.57,1.28,,,2.28,3.98,3.23,,,,,,
04/11/2018,1874,Swedish Allsvenskan,Dalkurd FF,Djurgardens IF,20.96,48.92,0.1696,0.6263,0.2041,1.01,2.12,,,5.90,4.90,1.60,,,,,,
04/11/2018,1874,Swedish Allsvenskan,AIK,GIF Sundsvall,57.62,33.15,0.758,0.0695,0.1725,2.13,0.48,,,1.32,5.80,14.39,,,,,,
04/11/2018,1874,Swedish Allsvenskan,IK Sirius,Kalmar FF,22.37,29.47,0.353,0.3909,0.2561,1.36,1.44,,,2.83,3.90,2.56,,,,,,
04/11/2018,1874,Swedish Allsvenskan,IF Elfsborg,Brommapojkarna,32.64,12.31,0.7709,0.0688,0.1603,2.28,0.52,,,1.30,6.24,14.53,,,,,,
04/11/2018,1874,Swedish Allsvenskan,IFK Norrkoping,Orebro SK,46.67,30.49,0.6309,0.1614,0.2077,2.05,0.93,,,1.59,4.81,6.20,,,,,,
04/11/2018,1859,Norwegian Tippeligaen,Haugesund,Ranheim,33.22,28.45,0.535,0.2432,0.2219,2,1.29,,,1.87,4.51,4.11,,,,,,
04/11/2018,1859,Norwegian Tippeligaen,Valerenga,Sarpsborg,27.21,39.67,0.3377,0.4262,0.2361,1.53,1.74,,,2.96,4.24,2.35,,,,,,
04/11/2018,1859,Norwegian Tippeligaen,Sandefjord,IK Start,14.21,13.77,0.4675,0.2685,0.264,1.5,1.07,,,2.14,3.79,3.72,,,,,,
04/11/2018,1859,Norwegian Tippeligaen,Lillestrom,Bodo/Glimt,24.8,26.33,0.4407,0.2818,0.2774,1.37,1.04,,,2.27,3.60,3.55,,,,,,
04/11/2018,1859,Norwegian Tippeligaen,Tromso,Molde,38.58,47.85,0.3716,0.3891,0.2394,1.59,1.63,,,2.69,4.18,2.57,,,,,,
04/11/2018,1952,Mexican Primera Division Torneo Apertura,Pumas Unam,Cruz Azul,40.71,49.95,0.3312,0.3932,0.2756,1.3,1.44,,,3.02,3.63,2.54,,,,,,
04/11/2018,1859,Norwegian Tippeligaen,SK Brann,Stromsgodset,41.57,32.5,0.5787,0.1818,0.2395,1.75,0.86,,,1.73,4.18,5.50,,,,,,
04/11/2018,1952,Mexican Primera Division Torneo Apertura,Querétaro,Santos Laguna,35.67,46.3,0.3322,0.3783,0.2895,1.21,1.31,,,3.01,3.45,2.64,,,,,,
04/11/2018,1952,Mexican Primera Division Torneo Apertura,Atlas,León,36.61,37.82,0.4231,0.2973,0.2796,1.46,1.18,,,2.36,3.58,3.36,,,,,,
05/11/2018,1859,Norwegian Tippeligaen,Rosenborg,Odd BK,53.97,30.18,0.7136,0.0794,0.207,1.85,0.44,,,1.40,4.83,12.59,,,,,,
09/11/2018,1952,Mexican Primera Division Torneo Apertura,Veracruz,Querétaro,30.14,35.67,0.3608,0.3197,0.3195,1.11,1.02,,,2.77,3.13,3.13,,,,,,
09/11/2018,1952,Mexican Primera Division Torneo Apertura,Atlas,Pachuca,36.61,42.12,0.3754,0.3351,0.2894,1.31,1.22,,,2.66,3.46,2.98,,,,,,
10/11/2018,2105,Brasileiro Série A,Atletico Mineiro,Palmeiras,52.82,59.09,0.4142,0.3479,0.2379,1.63,1.47,,,2.41,4.20,2.87,,,,,,
10/11/2018,2105,Brasileiro Série A,América Mineiro,Paraná,38.92,36.34,0.5109,0.2125,0.2766,1.38,0.78,,,1.96,3.62,4.71,,,,,,
10/11/2018,2105,Brasileiro Série A,Fluminense,Sport Recife,46.9,41.92,0.5403,0.2073,0.2524,1.58,0.87,,,1.85,3.96,4.82,,,,,,
10/11/2018,2105,Brasileiro Série A,Atlético Paranaense,Cruzeiro,46.91,52.51,0.4224,0.2943,0.2833,1.26,1,,,2.37,3.53,3.40,,,,,,
10/11/2018,2105,Brasileiro Série A,Corinthians,São Paulo,51.38,57.25,0.4264,0.2916,0.282,1.27,1,,,2.35,3.55,3.43,,,,,,
10/11/2018,2105,Brasileiro Série A,Ceará,Internacional,37.46,56.82,0.2897,0.4132,0.2971,0.93,1.17,,,3.45,3.37,2.42,,,,,,
10/11/2018,2105,Brasileiro Série A,Vítoria,Bahía,39.75,47.89,0.401,0.3481,0.2509,1.47,1.36,,,2.49,3.99,2.87,,,,,,
10/11/2018,2105,Brasileiro Série A,Grêmio,Vasco da Gama,57.52,42.81,0.6439,0.1186,0.2375,1.64,0.54,,,1.55,4.21,8.43,,,,,,
10/11/2018,2105,Brasileiro Série A,Botafogo,Flamengo,45.32,60.51,0.3314,0.3945,0.2741,1.15,1.28,,,3.02,3.65,2.53,,,,,,
10/11/2018,2105,Brasileiro Série A,Santos,Chapecoense AF,49.14,44.82,0.5269,0.2029,0.2702,1.43,0.78,,,1.90,3.70,4.93,,,,,,
10/11/2018,1952,Mexican Primera Division Torneo Apertura,Cruz Azul,Lobos de la BUAP,49.95,37.42,0.5661,0.1765,0.2574,1.71,0.83,,,1.77,3.89,5.67,,,,,,
10/11/2018,1952,Mexican Primera Division Torneo Apertura,Tigres UANL,Puebla,50.41,37.66,0.565,0.1677,0.2673,1.62,0.75,,,1.77,3.74,5.96,,,,,,
10/11/2018,1952,Mexican Primera Division Torneo Apertura,León,Guadalajara,37.82,39.21,0.4116,0.3048,0.2835,1.41,1.18,,,2.43,3.53,3.28,,,,,,
10/11/2018,1952,Mexican Primera Division Torneo Apertura,Necaxa,Monterrey,41.33,54.99,0.2979,0.4191,0.283,1.16,1.43,,,3.36,3.53,2.39,,,,,,
10/11/2018,1952,Mexican Primera Division Torneo Apertura,Tijuana,Morelia,42.83,39.84,0.4672,0.2527,0.2801,1.5,1.03,,,2.14,3.57,3.96,,,,,,
11/11/2018,1874,Swedish Allsvenskan,Malmo FF,IF Elfsborg,50.48,32.64,0.6453,0.1433,0.2114,1.96,0.8,,,1.55,4.73,6.98,,,,,,
11/11/2018,1874,Swedish Allsvenskan,GIF Sundsvall,Dalkurd FF,33.15,20.96,0.624,0.1718,0.2042,2.12,1.02,,,1.60,4.90,5.82,,,,,,
11/11/2018,1874,Swedish Allsvenskan,Djurgardens IF,IK Sirius,48.92,22.37,0.8042,0.0613,0.1345,2.6,0.58,,,1.24,7.43,16.31,,,,,,
11/11/2018,1874,Swedish Allsvenskan,Kalmar FF,AIK,29.47,57.62,0.1964,0.5387,0.2649,0.79,1.5,,,5.09,3.78,1.86,,,,,,
11/11/2018,1874,Swedish Allsvenskan,Orebro SK,IFK Goteborg,30.49,31.82,0.4477,0.3025,0.2498,1.59,1.26,,,2.23,4.00,3.31,,,,,,
11/11/2018,1874,Swedish Allsvenskan,Östersunds FK,Hammarby,49.52,43.81,0.5342,0.236,0.2298,1.86,1.16,,,1.87,4.35,4.24,,,,,,
11/11/2018,1874,Swedish Allsvenskan,BK Hacken,IFK Norrkoping,44.06,46.67,0.4458,0.2986,0.2556,1.53,1.21,,,2.24,3.91,3.35,,,,,,
11/11/2018,1874,Swedish Allsvenskan,Brommapojkarna,Trelleborgs FF,12.31,20.03,0.3396,0.4049,0.2555,1.33,1.47,,,2.94,3.91,2.47,,,,,,
11/11/2018,1859,Norwegian Tippeligaen,Ranheim,Tromso,28.45,38.58,0.3546,0.4148,0.2306,1.64,1.78,,,2.82,4.34,2.41,,,,,,
11/11/2018,1859,Norwegian Tippeligaen,Bodo/Glimt,Valerenga,26.33,27.21,0.469,0.2741,0.2568,1.57,1.14,,,2.13,3.89,3.65,,,,,,
11/11/2018,1859,Norwegian Tippeligaen,Stromsgodset,Lillestrom,32.5,24.8,0.5472,0.2105,0.2424,1.74,0.98,,,1.83,4.13,4.75,,,,,,
11/11/2018,1859,Norwegian Tippeligaen,Sarpsborg,Sandefjord,39.67,14.21,0.8024,0.0629,0.1347,2.65,0.61,,,1.25,7.42,15.90,,,,,,
11/11/2018,1859,Norwegian Tippeligaen,Odd BK,Stabaek,30.18,22.43,0.5702,0.1919,0.2379,1.77,0.92,,,1.75,4.20,5.21,,,,,,
11/11/2018,1859,Norwegian Tippeligaen,IK Start,Rosenborg,13.77,53.97,0.0946,0.7141,0.1913,0.59,2.06,,,10.57,5.23,1.40,,,,,,
